Tanggal,Komentator,Komentar,jumlahlike
2020-03-02T15:09:00Z,@dheka1516,"Sosialisakan, jika gejala spt dibawah, segera ke rumah sakit jangan keliling ke puskesmas dll utk menghindari wabah.<br><br>GEJALA INFEKSI CORONA dari hari ke hari<br><br>Hari 1 ~ Hari 3<br>- Gejalanya mirip dengan masuk angin<br>- Sakit tenggorokan ringan, sedikit sakit<br>- Tidak demam. Tidak lelah. Masih makan dan minum secara normal<br><br>Hari ke-4<br>- Sakit tenggorokan sedikit, mabuk badan.<br>- Mulai suara serak.<br>- Suhu tubuh berkisar antara 36,5 ~ (tergantung orang)<br>- Mulai anoreksia.<br>- Sakit kepala ringan<br>- Diare ringan<br><br>Hari ke 5<br>- Sakit tenggorokan, suara serak<br>- Tubuh panas ringan. Suhu dari 36,5 ~ 36,7<br>- Tubuh lelah, merasakan nyeri pada persendian<br><br>Tahap ini sulit dikenali sebagai infeksi dingin atau koroner<br><br>Hari ke-6<br>- Mulai demam ringan, sekitar 37<br>- Batuk dengan lendir atau batuk kering<br>- Sakit tenggorokan saat makan, berbicara atau menelan<br>- Kelelahan, mual<br>- Sesekali sulit bernafas<br>- Kembali, jari sakit yang teduh<br>- Diare, bisa muntah<br><br>Hari ke 7<br>- Demam lebih tinggi dari 37,4 ~ 37,8<br>- Batuk lebih banyak, dahak lebih.<br>- Nyeri dan nyeri tubuh. Kepala berbobot seperti batu<br>- Frekuensi nafas pendek tetap sama.<br>- Lebih banyak diare<br>- Muntah<br><br>Hari ke-8<br>- Demam di dekat level 38 atau di atas 38<br>- Napas sulit, setiap kali bernapas dada terasa berat. Mengeruntukan<br>- Batuk terus menerus, banyak bicara, bisu<br>- Sakit kepala, nyeri sendi, sakit punggung ...<br><br>Hari ke-9<br>- Gejala tidak berubah tetapi bertambah buruk.<br>- Demam berantakan<br>- Batuk tidak mereda tetapi lebih buruk dari sebelumnya.<br>- Meski sudah berusaha, Anda masih kesulitan bernapas.<br><br>Pada saat ini, tes darah dan rontgen paru-paru harus diambil untuk diperiksa",0
2020-03-02T14:58:53Z,@anggaradwi7020,Pasien zero di indonesia,0
2020-03-02T14:58:52Z,@basskorojr7509,"Indonesia sudah banyak orang susah,ini lagi virus korona",0
2020-03-02T14:58:46Z,@WORKFROMHOMEID,Kaya gt pada koar2 indonesia g mungkin kena corona.<br>Pd gegabah sih.,5
2022-02-22T04:47:16Z,@cyschaz,Sekarang gimana,0
2020-03-02T14:58:10Z,@ekonurcahyoutomo5290,Dokter yg meriksa ktnya kena bronkitis ga diperiksa jg tkutnya kena.virus corona lagi?,0
2020-03-02T14:57:16Z,@TheFalser,"Gak bisa deteksi, sekelas mitra keluarga jg bilangnya bronkitis",0
2020-03-02T14:56:45Z,@ihyaulumuddin9876,Pdhal yang kenak corona udh ratusan,0
2020-03-02T14:56:08Z,@kokogereh7541,Alangkah baikny..tutup dulu pintu kelur masuk ke luar negri..jalur udara.darat.laut..bagi wni/wna....biar aman,72
2020-03-02T15:11:38Z,@wamulyati3605,Udh telat lah mas. Virus nya udh ke mana mana tuh. Tapi lama banget y. Dr bulan desember bru skrg ada yg confirm positif. Jgn2 udh bnyak tp dikira masuk angin,7
2020-03-02T15:16:16Z,@rahmatpermana5299,Yg lebih baik lagi..sebaiknya anda tutup mata..tutup telinga...tutup hidung dan tutup mulut mu..agar anda tidak tertular..sebab pintu neraka segera dibuka😅😅😅✌,4
2020-03-02T17:02:03Z,@widiyati7682,Tadi muter2 ke apotek sampai 20an.. lebih mau beli masker pada habis.....salam dari yogya kota,3
2020-03-02T17:22:30Z,@rahmatpermana5299,"@@widiyati7682 jangan tebarkan isu, kalo masker itu langka..dan menjadikanya bisnis,..pake pembalut kan bisa😅😅😅biar aman pake yg ada sayapnya..lebih tipis &amp; anti bocorrrrr..bekasnya jgn lupa di rebus..😅😅.buat daya tahan tubuh😅😅😅😅😅",1
2020-03-02T19:05:41Z,@elilisa2980,koko gereh ! butuh duit rakus duit  yaa mana mau nutup sebentar yaaa biar mrk kan jg rasain dw bakal rugi jauh lebih besar,0
2020-03-02T14:56:02Z,@didier4179,"Pesta nya dmn Jakarta nya, infonya  kurang matang, mentah news",0
2020-03-02T19:18:28Z,@MrBangone28,"Pesta Valentin di JKT, biasa komunitas gay-lebo pada kumpul.",0
2020-03-02T14:56:00Z,@zoelarifin2660,Lgian itu org Jepang ngapain sih ksini ??<br><br><br>Udah gtu gimana sih pengamanan di Indonesia lemah amat lalay,1
2020-03-02T15:59:57Z,@saldinatabobby2516,Tauk keluar masuk negara msh jg diizinkan,0
2020-03-02T14:54:50Z,@sitichotijah6208,Ya alloh semoga aj minggu depan g ngedengger kabar buruk virus ini semoga kita semua dilindungi oleh ALLOH SWT amin ya robbalalamin,0
2020-03-02T14:53:51Z,@ferdykurniawan6326,Mau sekolah gimana Coba. beli masker n95 Mahal tapi gpp,0
2020-03-02T14:53:43Z,@isnankuswanto8735,"Anehnya diberitakan di canel ini,, orang Jepang tersebut tdk pernah ke Wuhan cina,, jadi kena virus nya dmn?",0
2020-03-02T14:56:10Z,@unikh2795,Orang cina main ke jepang di orng jepang kena di negara sndiri atau pny knalan orng cina mngkin,0
2020-03-02T14:57:00Z,@kongyathong,kemungkinan kena nya di jepang krn sudah ada 900 lebih org terinfeksi corona di jepang,0
2020-03-02T14:53:28Z,@waonegunawan1616,Biasa brohitis  gak papa🤣🤣🤣,0
2020-03-02T14:51:44Z,@ceritaulama1666,Corona itu makhluk Allah...dia tunduk kepada Allah..Ini saatnya memperbaiki iman dan amal sholeh..mari dekatkan diri kepada Allah..tiada daya dan kekuatan kecuali dgn izin Allah..,2
2020-03-02T14:50:55Z,@andidigan6919,Kok kethuanya dari orang jepang tlp ke warga  depok.lalu di cek benar fositif kmna penvegahan,0
2020-03-02T14:50:48Z,@accessdenied5998,Hitungannya bukan 2 orang lagi seluruh orang yg menghadiri pesta itu. -_- nice virus carrier,3
2020-03-02T14:50:26Z,@sandiajiofficial1057,"Yang ikut pesta dansa harus dicari juga tuh, bahaya, jangan sampai menyebar luas",3
2020-03-02T14:55:13Z,@kiddle2928,Up,0
2020-03-02T14:50:19Z,@imamns7307,"Apa yg di dugakan sama WHO dan dunia international emng bener. Jangan2 Indonesia tidak mampu mendiagnosa Virus ini. Mungkn mendiagnosa sih bisa ketika udah da kasus yg didepan mata kayak gini. Tapi pencegahan dr awal gimana?? Ini hanya 2 orang yg terjangkit dan itupun dapat info dari si pasien Jepang. <br>Menjadi pertanyaan apakah si jepang yg membawa virus, atau malah dia yg ketularan virus",1
2020-03-02T15:15:36Z,@widyaazr,"kyknya emg g bs mendeteksi deh.itu ketauannya kan setelah org jepangnya ngabarin kl dia kena corona.cb g ks kabar,g bakal kedeteksi daaaaaaannnnn kesebar luas seindonesia raya",1
2020-03-02T14:50:17Z,@samnova3185,Pesta dansa?  14 februari?,0
2020-03-02T14:58:04Z,@yudhabagaskara98,Hari valentine dan banyak WNA. Wajar saja,0
2020-03-02T14:48:26Z,@ekaindriyani8165,"Semua terjadi atas seizin allah swt,maaf ya  klu  sy berpikir positif aj dn berdoa .klu memang wktnya sy kena ya pasti kena mau segimana pun berusaha menghindar.<br>.",0
2020-03-02T14:48:01Z,@tinazulaina6682,Kalau sudah masuk indonesia horor banget. Semoga gak menular kemana2,0
2020-03-02T15:09:54Z,@rahmatpermana5299,Suster ngesot dah ga horor lagi donk😅😅😅,0
2020-03-02T15:12:04Z,@tinazulaina6682,@@rahmatpermana5299 suster gesot mah kalah sama corona.,0
2020-03-02T15:20:07Z,@rahmatpermana5299,@@tinazulaina6682 emang korona ga ngesot ya?🤔..dia korondang😅😅😅,0
2020-03-02T14:48:01Z,@hlchannel8426,Dari jalur perjalanan mudah&quot;n semua tidak ter papar<br>Karna selama rawat jalan 10 hari.. Si korban pasti bertemu bangak orang di RS.. Dan dr malah mendiagnosa bronhitis.. <br>Mudah&quot; seluruh warga Indonesia terlindungi dari virus inj,0
2020-03-02T16:11:19Z,@saldinatabobby2516,Naik KRL kali plng ke depok,0
2020-03-02T14:47:48Z,@vintii5419,"Dokter suster yg mriksa kontak fisik jg dgn ke 2 warga depok itu gmn? ,dokternya mlh blg bronkitis hadeeeh",0
2020-03-02T14:47:40Z,@izraariansyah6205,Katanya kena panas gk kena corona? Gimana neh,0
2020-03-02T14:46:29Z,@tatingrimbayanti751,Duhh 😵😵 kan udh ngira sih dr awal masalah kemampuan diangonsa.,1
2020-03-02T14:46:18Z,@andidigan6919,Tutup kedatangan warga asing sementara,0
2020-03-02T14:51:55Z,@yasrilanuar643,Lagi banyak diskon dr pak jokowi ntuk target pariwisata... Duit masuk bro buat bayar utang,1
2020-03-02T14:45:52Z,@ufjturvulvctu608,Orang jepangnya di tabokin tuh !!!!! 👊👊👊👊👊👊👊,2
2020-03-02T14:44:14Z,@tierra7382,"Saran sih, mending dibuat timeline jg kemana aja warga depoknya pergi.. Mungkin sempat ke mall atau rumah makan mana gitu. Daya tahan tubuh org beda2 &amp; virusnya bs nyebar diudara. Di Korea dibuat timeline perjalan dr org yg terjangkit Covid 19",1
2020-03-02T14:43:59Z,@leopardcostumebi-led931,Hebat.. Itu kesadaran. Si saspek... Tanpa itu dokter g bakln tau.. Bronkitis ngakak aku sama dokternya....,0
2020-03-02T14:43:44Z,@sunarti8883,Corona nyerang y Ke PARU-PARU.,0
2020-03-02T14:46:15Z,@ririncjr7970,Yang bener ka,0
2020-03-02T14:51:33Z,@sunarti8883,@@ririncjr7970 ia........Kalau paru2 y sudah rada rusak y kita akan merasa demam.<br>Sebelum paru2 y rusak pun si penderita bisa menularkan virus itu ke orang lain lewat air liur dan udara.,0
2020-03-03T01:13:49Z,@ririncjr7970,"Oh terima kasih nya ka info nya, maaf ni ka saya lagi batuk sama pilek aja ,ga demam ga Mering ,ga sesak, untuk menghilangkan batuk ny giman",0
2020-03-03T01:33:51Z,@sunarti8883,@@ririncjr7970 Minum air rebusan jahe dan serai.<br>Cara serai 1 di keprek dan  jahe 2 iris di rebus atau seduh dengan air panas.,0
2020-03-03T01:34:45Z,@sunarti8883,@@ririncjr7970 sami2.<br><br>Serai baik untuk paru2 dan jahe baik untuk tenggorokan serta antibotik alami.,0
2020-03-02T14:43:34Z,@cherryblossom9541,Valentine nya dengan berbagi virus corona.. Hadeh hadeh.,0
2020-03-02T14:43:28Z,@pemburujanda4119,"yang ter kena corona orang kafir ga tau ber wudu jorok, orang muslim bersih insa allah aman",2
2020-03-02T14:42:28Z,@eldonreynard9649,Wn jepang berpergian ke jepang ???<br><br>YAIYALAH ORG NEGARA NYA SENDIRI,22
2020-03-02T15:17:35Z,@abdulghani6983,Dia kerja dmalysia,1
2020-03-02T15:24:35Z,@sycromkirn7969,Jepang punya kembar <br>Berita bercanda?,0
2020-03-02T15:42:25Z,@eldonreynard9649,@@abdulghani6983 kata reporter nya &quot; warga negara jepang pernah ke jepang &quot; 😅,1
2020-03-02T16:15:27Z,@cokrogame270,Ditengah wabah mematikan ini<br>Anda ingin ngelawak 😂😂😂,0
2020-03-03T18:19:04Z,@mustawiawie,hahaha aku juga heran mbaknya agak tergesa gesa,0
2020-03-02T14:42:03Z,@GarudaID,"Akibat dari kemarinnya dikabarkan belum masuk Indonesia, seketika masyarakatnya tertawa bangga sampau dibuat candaan seakan merasa sombong bahwa di Indonesia ini yg namanya Virus Corona tidak berani masuk dan ternyata kini Virus Corona ini sebenarnya telah masuk tanpa lita ketahui, seketika mereka semua yg tertawa berubah menjadi heboh membeli semua kebutuhan pangan.<br>Sungguh tertawalah sebelum virus corona itu menyerang, dan menangislah setalah virus corona itu bersarang.<br>Sungguh miris melihatnya, bukannya khawatir malah dibuat candaan melalui meme ataupun sebuah lagu, kini candaan itu berganti kekhawatiran.<br>Sungguh kesombongan yg kita miliki hanyalah tinggal ketakutan yg kita dapati.<br>Semoga kita semua selalu diberi kesehatan dan dijauhi dari virus corona..<br>Aamiin.",2
2020-03-02T14:42:03Z,@faryajadeh8671,Pertama di umumkan maksudnya mungkin...?,0
2020-03-02T14:41:57Z,@azelynivory,"Permasalahannya, bukankah warga depok sempat kontak dengan tenaga medis? Lalu tidak adakah upaya dari pemerintah untuk pemberian disenfektan terhadap rumah sakit yg pernah dikunjungi ataupun wilayah si warga depok itu tinggal ?",0
2020-03-02T14:39:32Z,@pussup2635,Jadi pasien dari kemarin yang meninggal gara2 bronkitis itu sebenarnya Corona ya..,1
2020-03-02T14:50:45Z,@kongyathong,wah bener juga kamu bisa jadi,0
2020-03-02T16:23:30Z,@suryaardy9994,"Bisa  jadi..<br>Kerana kurang Alat, INI aja kan taunya Dari Malaysia.. Trs setelah di Cek ulang&quot; Baru tau itu positif...",0
2020-03-02T14:39:31Z,@riianragasta3212,Makanya ketular pasti adu air liur tuu  sama wn jepang🤦‍♂️🤦‍♂️,1
2020-03-02T14:44:49Z,@momoleorin9388,"Pesta 14feb bro,,, dia yg ena2,, masyarakat yg sehat kna dampaknya..",2
2020-03-02T14:54:19Z,@riianragasta3212,"@@momoleorin9388 ia betul,ga mungkin klo cuma dansa aja,bukti nya yg wni  cina udh pada sehat semua..masa yg ini cuma dansa aj ketular",1
2020-03-02T14:39:21Z,@wandy1286,"Dia yg pesta,warga yg jdi korban.",0
2020-03-02T14:38:42Z,@mpppusoora2173,Kalau terinfeksi virusnya waktu di jepang bulan januari dan baru ada gejala demam tgl 17 februari berarti kan lbh dari 14hari masa inkubasi virusnya... tapi bisa juga sih terinfeksinya di malaysia sblm tgl 14 februari... hmmm....,0
2020-03-02T14:37:54Z,@ericadiewibowo,"Warga negara Jepang, sebut saja kakek Sugiono. Please stay safe semuanya, semoga tidak menjadi wabah",0
2020-03-02T14:37:32Z,@febryadiwibowo8161,"Jepang :Petugas imigrasi bandara, driver yg menjemput di bandara ke hotel, resepsionis hotel, room boy hotel, karyawan restoran, org2 di tempat dansa, driver dr hotel ke bandara, petugas airlines, petugas imigrasi.<br>Depok : abis dansa pulang ketemu keluarga dirumah, tmn kerja, di toko, dokter, perawat, apoteker,  dimana saja, tetangga, trs tetangga ke tetangga lagi trs tetangganya kemana2 lagi dan .......",0
2020-03-02T14:37:29Z,@ryanbayucandra,"Hanya dekat tapi ga jadian ga menjamin anda bebas virus Corona,.. contohnya sudah jelas Wni dengan Wna Jepang ini..",0
2020-03-02T14:37:26Z,@polorengat,"Nah..<br>Pekerjaan wanita 31 tahun itu apa ?<br>Kok bisa pesta dansa sama orang jepang ?<br>Dan, yg menghadiri pesta dansa itu, apa gak ikut dilacak juga, sehat apa gak ?",0
2020-03-02T14:50:41Z,@unikh2795,14 feb valentine,1
2020-03-02T14:37:21Z,@ariyasuhari4350,"Itu lah indonesia terlalu menyepelekan,jdi membebaskn orang luar masuk sesuka hati ke indonesia",0
2020-03-02T14:36:51Z,@aancandra1343,Tolong di perketat lagi bandara2 internasional di seluruh Indonesia jgn sampai kecolongan kayak gini.. Klu bisa lebih detail lg pemeriksaannya di bandara..,0
2020-03-02T14:48:52Z,@putriyati1516,Harus nya sementara bandara di tutup. . .,0
2020-03-02T14:36:17Z,@sumberpangan9066,Sejak ada corona kenapa bandara atau pelabuahan yang dari dan ke luar negri gak ditutup????berrti gak mencegah,12
2020-03-03T00:09:42Z,@ferryfirdaus8084,"Di tutup mati perekonomian, Kena virus engga mati kelaparan iya..",0
2020-03-03T17:44:04Z,@sumberpangan9066,@@ferryfirdaus8084 indo masih bs kok makan produk sendiri... Inport tu yang untung pemerintah,0
2020-03-02T14:36:15Z,@Barayakaangprabu,terlalu sombong ude kena gigit jari,18
2020-03-02T16:12:05Z,@fatimataher4919,Heran komen you,1
2020-03-02T17:05:59Z,@grenneo6572,Kadrun,2
2020-03-02T17:56:03Z,@harisiregar232,Gigit titid,0
2020-03-02T18:31:48Z,@irzaa_sn,Haha bener banget,0
2020-03-02T22:43:29Z,@Barayakaangprabu,@@grenneo6572 gonore,0
2020-03-02T14:34:58Z,@mobiletv4001,"Jika tidak bisa mengobati kita bisa mencegah dengan mematikan akses dengan negara lain baik udara maupun laut untuk sementara waktu sampai obat yang efektif ditemukan. DPR, mahasiswa tolong... dari pada keburu mati semua keluarga kita dan dibaluti belatung dan lalat dimana mana. Gara2 sektor wisata dan kerjasama ekonomi kita harus punah mending kita makan hasil bumi sendiri aja.",1
2020-03-02T14:34:20Z,@Sahruladhi,Ini sich mnrtku mslah besar..dari satu orang bs mnyebar ke 2orang dari 2 bs berlipat ke4 dst ..mslah besar klo sdh mnginfeksi ratusan..Semogaa negara kita aman sajaa..ngeri klo inget residebt evill..😔😔,0
2020-03-02T14:34:19Z,@nandachalistaputri2244,"Duh saya di Depok. Minta do&#39;anya kawan2. Sedih bgt rasanya, takut mau ke mana2",79
2020-03-02T15:17:47Z,@m_iranihaquechannel5594,Gpp kak Indonesia kagak sebar cuma beberapa org saja.. tenang aja 😊 jgn pnikk ntr kepikiran sampai sakit lagii,5
2020-03-02T15:18:03Z,@novitacharis7485,"Mana masker udah langka y mbk, susah d cari pd hbs smua",5
2020-03-02T15:39:18Z,@riyan7562,ayohhj ngungsii broo,0
2020-03-02T15:42:09Z,@octavvarrd2006,"Nggak perlu takut, yang penting selalu jaga daya tahan tubuh, itu kunci utama agar tidak terpapar virus, kalau daya tahan tubuh kuat virus corona nggak bakalan masuk.",2
2020-03-02T15:48:47Z,@nandachalistaputri2244,@@novitacharis7485 betul di shopee ini pada abis semua,0
2020-03-02T14:34:13Z,@kwadaniel,Gara2 pesta dansa,0
2020-03-02T14:47:54Z,@yasrilanuar643,Maksiag bro,1
2020-03-02T14:33:57Z,@fauzihidayat9404,Wah parah². Ayo cepat langsung bergerak mengatasi penyebaran virus corona di Indonesia 💪💪💪💪💪,4
2020-03-02T14:33:56Z,@yasrilanuar643,Valentine membawa maut,2
2020-03-02T14:32:56Z,@sumberpangan9066,Dansa segala sih..,0
2020-03-02T14:50:49Z,@yasrilanuar643,Mungkin sekalian kawin malam itu... Makanya azabnya tokcer,0
2020-03-02T15:11:01Z,@sumberpangan9066,@@yasrilanuar643 sudah banyak usulan dari dulu2 pas ada virus corona suruh ttp pemasukan dari luar eh pemerintah gak sigap gt..sekarang sudah kebukti virus dari luar kan.. Andai di tutup dari dulu pas ada virus itu.. Mungkin lebih aman,0
2020-03-02T15:18:50Z,@yasrilanuar643,@@sumberpangan9066 jokowi lagi cari pundi... Malah skrng diskon ongkos pesawat n bebas viskal buat dukung pariwisata... Yg ada d mata jokowi gimana masuk duit buat bayar utang.... Reaiko kendian,0
2020-03-02T14:32:29Z,@teleponbimbit2183,kemarin mentri nya ngebantah anies....sekarang baru sadar....hedeuh,0
2020-03-02T14:32:23Z,@chandrazee1524,"Mnurut saya wktu pertma priksa kedokter dn di nyatakn pnyakit brokits .. otomtis wktu itu ter kontaminasi dgn dokter dn bnyak orang, wktu di rumah sakit itu.. soalya gk mngkin wkt pertma berobat pd  pke masker  . tolong di cek dokter yg pertama yang memriksanya dn orang2 yg sudah mdekatinya siapa saja wktu d rs itu... tkutnya ter inpeksi korona virus",0
2020-03-02T14:30:58Z,@ahmadsopian3924,Wk wkw wk wk tau nya terkena virus corona karena di tlp orang jepang yg positip....bgmn klo tdk tlp...apa jadi nya.....tetep sih bilang terbebas corona,0
2020-03-02T14:49:46Z,@yasrilanuar643,Syatus lonye mingkin dia itu,0
2020-03-02T14:29:53Z,@warganet9098,katax pak ustad corona itu tentara allah... tpi kok??  taulahhhh😲,0
2020-03-02T14:58:18Z,@Nopeknopian27,Matamu taulah,0
2020-03-02T14:58:36Z,@abangtampan1069,Nah itu 2 orang yg kena di DEPOK itu kafir... kasihan muslim yg ada disekitarnya.,0
2020-03-03T14:44:08Z,@warganet9098,hahahaha ini itu kafir.. kalian egois...,0
2020-03-03T14:44:16Z,@warganet9098,hahahaha ini itu kafir.. kalian egois...,0
2020-03-03T14:44:43Z,@warganet9098,@@Nopeknopian27 ehhhh ada KADRUN,0
2020-03-02T14:29:16Z,@ariesqomarudin1763,yang di telusuri tempat pesta dansa dan sebelum pesta dansa.bisa jadi wabah ada sblm di pesta dansa .dan ada kmungkinan juga di pesta dansa hayo telusuri......,19
2020-03-02T14:28:58Z,@ndikzmanalagi8018,mbaknya cakep 😊,3
2020-03-02T14:52:26Z,@ferdykurniawan6326,Lu aneh dah ini Lagi bahas Corona Malah pikirin tuh cewek,1
2020-03-02T15:02:53Z,@iponkiponk8447,Cakeb....cahkebon,1
2020-03-02T15:12:45Z,@rahmatpermana5299,Oalah...baru sadar gw..gw kira bidadari cuma di dongeng😅😅😅,1
2020-03-02T14:28:56Z,@nancytv643,klu udh d pesta dansa hrs d selidiki semua siapa2...jng sampai sperti d daegu korea...amit2 y Allah💪,1
2020-03-02T14:28:46Z,@ichalfaisall,"Gua nonton ini kebetulan lagi demam, flu dan batuk.. Tapi ga sesak nafas",1
2020-03-02T14:30:47Z,@JoeGingerred,"Mending periksa aja gan, kalo ada curiga kontak sm org2 luar negeri yg terjangkit itu atau sempet jalan2 ke daerah2 itu dari Januari",0
2020-03-02T14:37:27Z,@ichalfaisall,"@@JoeGingerred dikantor sih banyak orang asli china dan korea, tapi beda lantai.. Cuma kalau naik lift memang kadang berbarengan..<br>Tapi kayanya memang flu biasa aja mungkin.. Karna beberapa temen kantor memang pada sakit flu karna cuaca labil.",0
2020-03-02T14:40:23Z,@zivaaleena1976,"Jngan lupa pake masker kl k mana2 mas, dan sebaiknya periksa demi kesehatan mas juga",0
2020-03-02T14:41:12Z,@hilmanrf265,Lebih baik diperiksa pak dari pada nular kemana,0
2020-03-02T14:47:07Z,@ichalfaisall,"Kalau kondisi saya semakin memburuk akan langsung periksa ke dokter... Tapi apa dokter di rumah sakit tertentu tanpa alat pendukung dapat mendeteksi kalau pasien positif terjangkit virus corona?<br>Kedua warga depok pun dinyatakan terinfeksi karna di telfon temannya (warga negara jepang), barulah kedua warga depok pun inisiatif mengunjungi rumah sakit sulianti saroso.",0
2020-03-02T14:28:31Z,@sandyahmadfauzy7018,"Indonesia selamat dari Corona gara gara qunut ,tuh buktinya kena pak wakil RI<br>Indonesia bebas dari Corona karena iklim<br>Tuh buktinya kena<br>Bandara Indonesia bisa kecolongan<br>Pdhl benteng awal virus ini adlh bandara",0
2020-03-02T14:27:31Z,@nancytv643,semoga cukup mereka ber 2...jng sampe menular yg lain💪💪,22
2020-03-02T16:08:05Z,@dimadityo,Tukang kebun nya kena juga katanya jadi 3 org,2
2020-03-02T16:36:53Z,@editg121,"Iya cuma 2 org yg bakal kena sisanya mati karena pneumonia, serangan jantung, sesak napas.",0
2020-03-02T19:03:22Z,@elilisa2980,Nasihatur official !!! sdh nular buanyak jg gak ngerti kok!! krn mrk lebih petcaya  paranormal &amp; obat  herbal mungkin bgt,0
2020-03-03T06:54:56Z,@nancytv643,@@dimadityo jian itu hrs segera d cek.siapa aj yg d pesta.itu😢,1
2020-03-02T14:27:03Z,@mamahcinddy519,"Jgn menyalahkan org lain,,inisiatip lah bersiap2 jgn hanya nunggu disuruh pemerintah harus hati2 ,, pemerintah jg manusia biasa,, ini kunci nya ada pada diri kita masing2, jaga kesehatan,, jaga kebersihan dn perbanyak berdoa,, semoga kita semua sllu dalam lindungan Allah swt Aamiin..",0
2020-03-02T14:27:00Z,@Agaarttime,"Semoga gk menyebar, dan warga indonesia di jauhkan dari corona",0
2020-03-02T14:25:46Z,@teguhsparta4536,Wdepok tgl 16 menunjukan gejala berarti sudah lama dong dari tgl 16 sampai 2 mrt baru ketahuan,0
