,Komentar,jumlahlike,tanggal,waktu,komentator,Sentiment
3165,wadohh w di bekasi lagi fix w vegetarian dulu,0.0,2020-03-02,17:40:55,blank8594,negative
3166,udh tau lagi penyebaran virus ya kalau bisa tutup dlu penerbanggan dari negara yg terjangkit virus korona terutama asia klau udh gni nnti saling salah menyalahkan corona itu cepat menyebar bisa jadi 2 orng tersebut sudah berkontak fisik sma orng lain dan orang lainnya menyebarkan ke yg lain lagi mknya jgn di anggap remeh udh tau virus mematikan smpe skrng udh 2000 lebih yg meninggal dan terus beambah msih inget ane sma kata kata mentri kesehatan di mata najwa dengan gagahnya berbicara indonesia tidak akan terkena virus korona indeks persentasinya 0 nah skrng kejadiannya gmna pasti nnti ngeles lagi zzzzz,1.0,2020-03-02,17:34:39,rezaoktara8644,negative
3167,itu wna sama wni yg positif corona dateng ke acara dansa mohon untuk pemerintah indonesia mencoba mencari tahu siapa saja yg ada di pesta tersebut dan bisa segera di cek semua dan memberi tahu bagaiamana hasil untuk semua orang yg ada di pesta tersebut lalu kalau bisa dilakukan pensterilan lokasi2 yg telah dikunjungi oleh 3 orang tersebut biar bisa mengumpas hingga akarnya sebelum virus tersebut semakin menyebar,0.0,2020-03-02,17:32:07,debiina_1602,positive
3168,yg nyampaikan berita blak blakan jelaskan,0.0,2020-03-02,17:31:15,asryaziz1571,neutral
3169,14 februari ya wah hari valentine tuu hari ngensbray internasional,0.0,2020-03-02,17:31:06,kishimotoru36,neutral
3170,bandara indonesia kaga canggih kenapa ketika isu corona mendunia bandara bandara tidak dilengkapi pendeteksi corona sehingga kecolingan wna menularkan virusnya ke wni,0.0,2020-03-02,17:30:20,apriladwisatria9971,neutral
3171,untuk mencegahnya virus corona ayo kita minun jahe madu insya olloh kita dijauhkan virus amin,1.0,2020-03-02,17:30:10,anisarahman8220,neutral
3172,yg ikut berdansa di tgl 14 feb itu ada berapa orang dimana tempatnya waduh ngeri itu ya,0.0,2020-03-02,17:28:49,kishimotoru36,negative
3173,liat berita tempat nya dimampang prapatan club amigos palmora,0.0,2020-03-02,19:30:50,jalanpintas9773,neutral
3174,itulah kenapa gw sedikit skeptik kemenkes bilang indo bebas corona bukan bebas tapi nggak bisa cek di rumah sakit atau puskesmas tapi harus ke litbankes dan itu udah nggak efektif,0.0,2020-03-02,17:28:18,willydamasdzaki284,negative
3175,beemu wik wik ga ya kira2,1.0,2020-03-02,17:26:32,alf2338,positive
3176,mungkin dugem kali itu bukan pesta dansa cringe nih,6.0,2020-03-02,17:25:56,DIMSRESALE,negative
3177,dimzy 07 dibiaskan biar kesan nya ngga pulgar kali hehe,0.0,2020-03-02,19:17:46,jalanpintas9773,neutral
3178,setelah dugem mereka mantap mantap lengkap sudah warna indonesia kena imbasnya itu kan valentine,0.0,2020-03-02,22:19:08,arifhidayat1330,positive
3179,hrsnya sejak ada coronavirus penerbangan keluar dan masuk ke indo di stop utk mencegah krn tanda2 nya sdh jelas demam batuk pilek sakit tenggorokan,0.0,2020-03-02,17:22:37,asmiastuti5783,negative
3180,tuh kan coba tuh orang jepang tidak tlp wni yang di depok pasti diagnosa dokternya masih tetap bronchitis jangan2 banyak pasien yang salah diagnosa ngeri pasteslah kalau who nggak percaya kemampuan indonesia orang2 yang ikut di pesta dansa itu gimana ya,0.0,2020-03-02,17:20:46,deedeeBP,negative
3181,umakkk jangggg mengerihkan,0.0,2020-03-02,17:19:38,muhammaddegriprawisuda6014,positive
3182,indo kebal kebal ndasesebentar lagi berita yang teular pasti banyak karna si ibu itu kesana kemari berobat dan menularkan ke orang lain,0.0,2020-03-02,17:19:15,jonisetiawan95,neutral
3183,dikorea nyebar di greja indonesia pas pesta dance mudahn bukan dimasjid2,0.0,2020-03-02,17:18:37,agussuprianto9899,negative
3184,udh hmpir 3 minggu demam dan flue hti2 jngn anggap remeh demam lngsung periksa jngn2 udh nyebar ke orang2 lain tpi blum prh,0.0,2020-03-02,17:11:57,Aqo_nur,negative
3185,itu 2 org depok udah ngobrol kemana2 juga udah kewarung udah ke tempat kerja kemana2 selama itu semoga aja virusnya yg ga kemana2,24.0,2020-03-02,17:11:49,diahdheol,positive
3186,dibaca lagi berita kronologisnya penderita justru sudah inisiatif buat isolasi diri sendiri di rumah gak kemana mana untuk akhirnya memutuskan pengen dirawat di rs,1.0,2020-03-05,17:11:50,destianggraeni4744,neutral
3187,menit 4 34 peanyaanya seandainya wn jepang trsebut tdk mnelepon dan mengatakan dia positif corona apkh dokter di 62 mengetahui virus tsb kok diagnosanya kalah sma dr malaysia,57.0,2020-03-02,17:11:04,funhisatv,neutral
3188,hmm panyaan yg bagus indonesia msh slah diagnosa,7.0,2020-03-02,19:03:38,nurintan6301,positive
3189,nurintan6301 untung g di diagnosa karena penyakit ayan ya ckckckk,2.0,2020-03-02,20:00:41,funhisatv,neutral
3190,mungkin orang itu langsung tanya google quot cara menyembuhkan bronkitis quot mungkin,4.0,2020-03-03,03:25:02,zalvada14,negative
3191,nggak mungkin tahu sendiri orang kita dari semua instansi selalu santai dan tidak serius dalam menangani suatu masalah,6.0,2020-03-03,07:43:29,grd-ryder1774,positive
3192,dokter juga bnyak salah ny krna manusia,0.0,2020-03-03,08:30:13,liaagustina6036,negative
3193,tidak usah di besar2kan itu cuma meriang,0.0,2020-03-02,17:10:51,sunarnardi2801,negative
3194,resident evil liveaction,1.0,2020-03-02,17:09:55,afrizalbms,positive
3195,jangankan kena virus corona buat berobat aja pelayanan nya lama banget di daerah tambun dokter nya lebih mentingin makan dari pada pasien nya,0.0,2020-03-02,17:09:15,cristoperteguh1825,negative
3196,bener berai kata who tentang keraguan indonesia gak bisa mendeteksi virus corona,64.0,2020-03-02,17:07:37,lullabyryan5522,negative
3197,pemerintah indo gk mampu beli alat deteksinya giliran wc bermiliaran buat dpr mampu pemerintah sekarang udh bobrok,2.0,2020-03-05,05:41:08,megaaziib,negative
3198,itu buktinya bisa tau positif bro kok dibilang gabisa,0.0,2020-03-05,10:58:02,anggarosadi2382,positive
3199,warga jepangnya minum paracetamol makanya pas di bandara indonesia ga kedetect,0.0,2020-03-05,13:01:32,okipuspita4664,neutral
3200,anggarosadi2382 itu laporan dari malay ajg,0.0,2020-03-05,17:25:12,arisatriaputra2942,neutral
3201,arisatriaputra2942 maaf kalau cuma dari info orang lain itu tidak dapat dijadikan alasan untuk penegakan diagnosa info dari dari malaysia hanya membuat 2 orang indonesia ini menjadi suspect covid 19 diagnosis positif didapatkan dari sampel darahnya setelah melaporkan pernah kontak dengan wna yang diketahui positif covid 19 setelah dicek di malaysia kurang lebih memang begitu seharusnya prosedur penegakan diagnosis,0.0,2020-03-05,17:41:37,anggarosadi2382,positive
3202,jadi keinget kasus di korea dari satu orang nyebar keseluruh negara jangansampe indo kyk gitu cepat identifikasi dan perikas orang2 yang pernah kontak,24.0,2020-03-02,17:06:53,anwarludfianto4194,negative
3203,pasti,0.0,2020-03-04,20:43:47,ريفتريني,positive
3204,bang,0.0,2024-09-15,14:30:43,kalengsarden3493,positive
3205,aslkm admin klo memang bronkhitis atau ada indikasi gejala korona bisa ga saya coba kirim susu kambing untuk meningkat kan imun tubuh kita coba untuk minum nya sy berikan gratis dulu gimna,0.0,2020-03-02,17:06:32,azfarsantuy6445,neutral
3206,mudah2an vaksinnya virus corona cepat dikirim ke indonesia dr israel ya,0.0,2020-03-02,17:05:26,YantiShegalingging,positive
3207,orang miskin bisa apa masker mahal mana bisa beli buat makan aja gak cukup yang kaya enak duit banyak gimana nasib nya kalo pada kena semua pemerintah lebih peduli lah sama masyarakat,0.0,2020-03-02,17:04:32,tutorialgaming9991,negative
3208,kirain diperiksa ma pemerintah ternyata yang melapor itu pasien kalo kontak sama orang jepang ealah beda ya sama pernyataan bapak mentri tadi katanya ditelusuri klo ditelusuri itu mgkn sudah bnyk yang kena sudah kontak dengan sapa aja tu orang jepang sudah kontak dengan sapa aja itu orang indonesia,0.0,2020-03-02,17:03:59,ashasaula5335,neutral
3209,ko penerbangan di indonesia ga di tutup sih untuk ke negara yg udh terinfeksi corona bahkan kaya menganggap sepele sama virus ini apa udh jadi tradisi di negara 62 klo udh kejadian baru panik ga bisa mencegah dr pd mengobati dokter yg peama tau virus corona aja meninggal di cina apa lg kita warga biasa yg ga tau apa tntang medis,0.0,2020-03-02,17:02:22,rendyharyanto7341,negative
3210,udah tau darurat corona malah pesta dansa sama warga asing geblek,0.0,2020-03-02,17:02:07,arauf7879,negative
3211,3 48 waduh bisa salah diagnosa kok dari pasiennya dulu yah yang menginfokan kl dia ada gejala virusnya 4 28,14.0,2020-03-02,17:00:07,ozunorafael2623,neutral
3212,indonesia terlalu santuy kurang penanganan virus benar apa di katakan who,0.0,2020-03-02,18:29:02,arifsultansyah1830,neutral
3213,haduh payah payah,0.0,2020-03-02,18:38:07,irzaa_sn,negative
3214,biasalah di indonesia serangan jantung aja dibilang masuk angin,1.0,2020-03-02,22:55:28,Rizky...,negative
3215,corona itu jenisnya banyak rata2 virus corona cuma menyebabkan sakit dgn gejala mirip demam atau flu ringan selama tidak ada tes darah dokter cuma mendiagnosa berdasar gejala penyakitnya dan kalo pasien tidak pernah pergi ke daerah pandemik covid selama bbrp minggu terakhir ya dokter tidak bakal mendiagnosa covid masak iya tiap ada pasien datang dgn gejala batuk2 dan demam tidak ada sejarah bepergian ke daerah pandemik covid sama dokter harus selalu disuruh ke rumah sakit utk tes darah,1.0,2020-03-03,02:35:06,dhanang,negative
3216,who peneliti harvard dan pm australia udah bilang kalo indonesia sbnrnya gak bisa mendeteksi corona kebanyakan dokter d indonesia mungkin hasil nembak jd salah diagnosa selain itu fasilitas kesehatan yg bagus cuma dimiliki orang2 kayaorang miskin yg kemungkinan udah terpapar virus paling didiagnosa batuk pilek trus d kasih paracetamol dan vitamin,100.0,2020-03-02,16:59:41,phantom6952,negative
3217,deteksi corona itu lewat kirim sample darah atau lendir tenggorokkan ke laboratorium corona bukan pake scanner termometer ada alatnya sendiri dan indonesia sudah punya alatnya beli di amerika lisensi who banyak negara pake alat yg sama dan who bulan lalu sudah lihat sendiri alatnya mereka komen gitu karena nggak tahu kalo indo sudah ada alatnya supaya cepetan beli selain itu heran kok belum ada orang mati massal di indonesia sepei di china padahal cuma belum waktunya kena aja,10.0,2020-03-04,03:43:43,monsterketek5458,neutral
3218,monsterketek5458 iyaa tau klo deteksi corona pake alat mbak mas tp masalah nya warga indo kurang garcep masalah itu jadi klo ada orang sakit kek tanda2 corona langsung didiaknosa seadanya misal dibilang sskit flu biasa deman biasa kek kasus ini kan ibunya di bilang dokter kena bronkitis sebelum wn jepang nelpon ibunya coba klo wn jepang gak nelpon ibunya bakal katauan gak tu virus sbelum ketauan bisa jadi ada sodara dia jenguk kontak fisik trus sodara juga kena krana mereka blum tau klo ibunya kena virus corona,6.0,2020-03-04,13:12:16,wulangirl4844,negative
3219,wulangirl4844 di indonesia belum ada kasus corona sebelumnya virus ini menyerang paru paru pernafasan mirip bronchitis cewek ini nggak ada kasih tau dokter kalau ada riwayat keontak sana org jepang itu jadi dia nggak di ambil sampel darah auntuk dikirim ke laboratorium corona dokternya nggak 100 salah,3.0,2020-03-04,13:28:57,monsterketek5458,neutral
3220,monsterketek5458 lhoo posisinya lho dunia lagi di gemparkan sma corona masak yaa gak waspada sii sedangkan negara2 lain aja pasien yg sbnernya sakit biasa bukan corona aja di priksa di pastikan positip negatip coba lah klo misal wn jepang gak telfon ibunya pihak malaysia jga gak hub indo ibunya juga gak bilang klo dia abis ketemu orang jepang yang bakal rugi klo virusnya nyebar siapa kita semua kan apa lagi itu ketauan juga udah 10harian yaa seharusnya kan kita udah aware sma tu penyakit,8.0,2020-03-04,14:03:36,wulangirl4844,negative
3221,monsterketek5458 dan aku juga baca2 dener2 klo sbnernya di indo udah ada yg kena cuma mereka gak kedeteksi bener ato enggak yaa i dont know tp jujur ada rasa khawatir juga coba klo kitanya pada lebih aware pemerintahnya semua rs nya may be its better right,2.0,2020-03-04,14:07:30,wulangirl4844,negative
3222,fokusnya 1 di saat pesta berapa banyak pesea hadir hotel menginap dll2 rumah sakit tempat berobat dan rumah sakit tempat divonisnga bronkitis karna rumah sakit salah satu tempat umum yg ramai semoga tim medis bisa bergerak cepat dan semoga daya tahan tubuh kita kuat semoga dijauhkan,1.0,2020-03-02,16:58:33,maulidiahmoli7437,positive
3223,akibat pesta valentine 14 feb lu happy2 kita yg kena batunyasmoga kta dilindungi selalu,37.0,2020-03-02,16:58:06,ri0361,negative
3224,setelah pesta dansa mereka mantap mantap warna indonesia kena imbasnya,3.0,2020-03-02,22:17:03,arifhidayat1330,positive
3225,ri 03 ngomong apaan sih lu bocah,0.0,2020-03-03,07:24:32,mingming1948,neutral
3226,mingming1948 apaan si anak pig sien ming pig,1.0,2020-03-03,07:59:20,ri0361,neutral
3227,ri0361 jangan suka nyalahin pihak lainnya dia juga punya hak toh kembali lagi kalau warga negara kita biasa hidup sehat ya susah juga untuk teularnya itu kembali lagi dengan imun tubuh kita,0.0,2020-03-03,11:59:04,jiala6269,positive
3228,jiala6269anda benar y hidup bebas itu hak masing quot sama halnya anda bakar rumah anda sendiri karena hak anda yakin gk merugikan ttga sekitar cerdaslah berpikir,3.0,2020-03-03,15:27:19,ri0361,negative
3229,saya rasa kalo si pasien tidak menunjukkan gejala ya tidak bakalan terdeteksi sementara wn jepang tersebut diketahui positif korona setelah terjadinya gejala sebelum pergi ke indonesia knapa gk terdeteksi di malaysia sama sepei penyakit lain klo belum menunjukan gejala ya berai belum bisa dipastikan positif,0.0,2020-03-02,16:57:11,yarnopranata7907,neutral
3230,terdeteksi hanya di malaysia kerna minimnya fasilitas medis di indonesia,0.0,2020-03-02,18:24:20,nuclearreactorofshahalam8145,neutral
3231,pihak bandara bagaimana bisa kecolongan katanya ketat pengamanan mengatasi virus ini gini nih terlalu santuy ah elah,0.0,2020-03-02,16:55:37,arifkuno1313,neutral
3232,oh sempat berobat tapi di diagnosis bronchitis,0.0,2020-03-02,16:52:26,Itsmesuzy,negative
3233,inti y klo kecolongan pasti kena,0.0,2020-03-02,16:50:52,mizukitoya2084,neutral
3234,dokter yg meriksa dan mendiagnosis bronkitis jangan jangan dia udah kena tular juga,0.0,2020-03-02,16:50:44,ahmadmuhdor3086,negative
3235,jgn2 d indonesia uda bnyk yg kena tp lom terdeteksi,0.0,2020-03-02,16:50:21,vi_nes_69,negative
3236,banyak yg sepemikiran sama lu bro,0.0,2020-03-02,18:37:23,irzaa_sn,negative
3237,kecolongan dah,0.0,2020-03-02,16:49:48,mizukitoya2084,negative
3238,jangan2 pakai bpjs makanya salah diagnosa wkwkwk bercanda,7.0,2020-03-02,16:49:24,sunankalijaga3420,negative
3239,sepeiiinya,0.0,2020-03-03,07:18:54,sinjati8826,positive
3240,,0.0,2020-03-03,15:28:53,elyanalynda8944,positive
3241,jaga kesehatan dekat kan diri kepada alloh yg maha kuasa ttp istigomah agar kita selamet v c amiin,0.0,2020-03-02,16:49:23,Xy07_ALL,positive
3242,china kntol biang kerok,0.0,2020-03-02,16:49:14,septianzyn7543,positive
3243,hati hati dari pegang uang pun bisa jadi penyebaran karna kalau dia batuk bersin trus pegang uang pasti nyebar dan pegangan gelas atau kendaran hati hatii,0.0,2020-03-02,16:49:00,welderindonesia2770,negative
3244,bukannya dah ada obat nya,0.0,2020-03-02,16:48:41,amien4562,negative
3245,bolak balik td siang klaim tiada kasus skrg sdah ada gi mna perkiraan kalian,0.0,2020-03-02,16:46:45,theoffspring8679,neutral
3246,bayangkan di dalam pesawat sudah berapa orang yg contak sama warga negara jepang terus ke pesta dansa waduhh gimana tuh,0.0,2020-03-02,16:44:40,michaelmanengkey7046,neutral
3247,malaysia amat ketat memeriksa warganya yg pulang dari bekerja di negara luar terutama china harap indonesia juga begitu mudah mudahan rakyat indonesia terselamat dari virus ini oleh allah pemerintah harus lebih perhatian,123.0,2020-03-02,16:43:51,allfy3848,positive
3248,klo ketat investasi gmana bro,1.0,2020-03-04,11:15:29,pradiptao.4611,positive
3249,komen kak pradipta ini benar broo bisa2 ekonomi ikut melemah lihat aja negara yg kasus coronanya banyak sama2 lesu ekonominya tapi untungnya mrk negara maju jadi masih punya cara,1.0,2020-03-04,12:27:13,tetsuyaamemiya6418,negative
3250,sama aja ketatnya malah korban korona di malaysia lebih banyak,1.0,2020-03-04,14:37:10,f4u21ramon8,negative
3251,all fy amin,0.0,2020-03-05,06:51:28,nengrepiana603,positive
3252,disini malaysia sudah 55 kes 22 kes sudah sembuh sebelum gelombang ke 2 virus ini,1.0,2020-03-05,12:17:30,lemangperiukerapekanpahang6868,neutral
3253,dari awal gw emang udah gak percaya sama menteri2 kabinet si pinokio plonga plongo soalnya dari dulu kerjanya emang tukang ngibul sih jadinya susah percaya sm si pinokio bonekanya si emak banteng dalam hal apa aja mulai dr presidennya sampe menteri menterinya kalo ngomong cuma ngarang retorika alias omong kosong jauh dari fakta kenyataan dilapangan manusia2 takabur terlalu sombong dlm mengatasi segala permasalahan didlm negeri gak taunya cuma pencitraan doang bisanya mamam tuh virus corona,6.0,2020-03-02,16:43:07,mata-mataintel,negative
3254,frisdwi340 huakakakkk ada cebong burik ekor bantet otak dungu kepanasan semoga aja telur2 cebong burik terpapar virus corona membusuk sebelum menetas,1.0,2020-03-03,04:01:52,mata-mataintel,negative
3255,yg di malaysia juga baru bisa mendeteksi saat pasien datang kerumah sakit saat dibandara dia blm menunjukkan gejala demam dan flu jadi sulit dideteksi,91.0,2020-03-02,16:40:40,alialfinful,negative
